date,adj_close_price,ticker
2008-04-01,2362.75,^IXIC
2008-04-02,2361.399902,^IXIC
2008-04-03,2363.300049,^IXIC
2008-04-04,2370.97998,^IXIC
2008-04-05,3122.570068,^IXIC
2008-04-06,1492.380005,^IXIC
2008-04-07,2364.830078,^IXIC
2008-04-08,2348.76001,^IXIC
2008-04-09,2322.120117,^IXIC
2008-04-10,2351.699951,^IXIC
2008-04-11,2290.23999,^IXIC
2008-04-12,3155.830078,^IXIC
2008-04-13,1482.050049,^IXIC
2008-04-14,2275.820068,^IXIC
2008-04-15,2286.040039,^IXIC
2008-04-16,2350.110107,^IXIC
2008-04-17,2341.830078,^IXIC
2008-04-18,2402.969971,^IXIC
2008-04-19,2616.47998,^IXIC
2008-04-20,2242.47998,^IXIC
2008-04-21,2408.040039,^IXIC
2008-04-22,2376.939941,^IXIC
2008-04-23,2405.209961,^IXIC
2008-04-24,2428.919922,^IXIC
2008-04-25,2422.929932,^IXIC
2008-04-26,1816.380005,^IXIC
2008-04-27,3042.820068,^IXIC
2008-04-28,2424.399902,^IXIC
2008-04-29,2426.100098,^IXIC
2008-04-30,2412.800049,^IXIC
2008-05-01,2480.709961,^IXIC
2008-05-02,2476.98999,^IXIC
2008-05-03,2163.469971,^IXIC
2008-05-04,2109.23999,^IXIC
2008-05-05,2464.120117,^IXIC
2008-05-06,2483.310059,^IXIC
2008-05-07,2438.48999,^IXIC
2008-05-08,2451.23999,^IXIC
2008-05-09,2445.52002,^IXIC
2008-05-10,2956.97998,^IXIC
2008-05-11,3178.669922,^IXIC
2008-05-12,2488.48999,^IXIC
2008-05-13,2495.120117,^IXIC
2008-05-14,2496.699951,^IXIC
2008-05-15,2533.72998,^IXIC
2008-05-16,2528.850098,^IXIC
2008-05-17,2404.350098,^IXIC
2008-05-18,1647.400024,^IXIC
2008-05-19,2516.090088,^IXIC
2008-05-20,2492.26001,^IXIC
2008-05-21,2448.27002,^IXIC
2008-05-22,2464.580078,^IXIC
2008-05-23,2444.669922,^IXIC
2008-05-24,2504.610107,^IXIC
2008-05-25,1799.72998,^IXIC
2008-05-26,2657.429932,^IXIC
2008-05-27,2481.23999,^IXIC
2008-05-28,2486.699951,^IXIC
2008-05-29,2508.320068,^IXIC
2008-05-30,2522.659912,^IXIC
